ID;hist_plan;data;grupa;podgrupa;sprzet;klient;region;ilosc;cena_hurt;obrot
2118;hist;062004;BI;sprzet grzejny;piekarniki;BRW-SA;Meblarze;10;1273;10718,36
2119;hist;062004;BI;sprzet grzejny;piekarniki;G7;Polnoc;62;1273;69768,50
2120;hist;062004;BI;sprzet grzejny;piekarniki;G7;Poludnie;133;1273;121413,52
2121;hist;062004;BI;sprzet grzejny;piekarniki;G7;Sieci;70;1273;79012,62
2122;hist;062004;BI;sprzet grzejny;piekarniki;G7;Zachod;45;1273;46996,62
2123;hist;062004;BI;sprzet grzejny;piekarniki;MEDIA EXPERT;Polnoc;1;1273;812,96
2124;hist;062004;BI;sprzet grzejny;piekarniki;MEDIA EXPERT;Poludnie;7;1273;8084,46
2125;hist;062004;BI;sprzet grzejny;piekarniki;MEDIA EXPERT;Wschod;2;1273;1638,81
2126;hist;062004;BI;sprzet grzejny;piekarniki;MEDIA MARKT;Sieci;91;1273;99277,12
2127;hist;062004;BI;sprzet grzejny;piekarniki;MEGA AVANS;Sieci;5;1273;5940,50
2128;hist;062004;BI;sprzet grzejny;piekarniki;NEONET;Zachod;43;1273;42022,21
2129;hist;062004;BI;sprzet grzejny;piekarniki;PARTNER;Poludnie;20;1273;22134,54
2130;hist;062004;BI;sprzet grzejny;piekarniki;PARTNER;Wschod;12;1273;14212,39
2131;hist;062004;BI;sprzet grzejny;piekarniki;PARTNER;Zachod;149;1273;148325,12
2132;hist;062004;BI;sprzet grzejny;plyty grzejne;;Meblarze;120;694;60922,39
2133;hist;062004;BI;sprzet grzejny;plyty grzejne;;Polnoc;291;694;193223,01
2134;hist;062004;BI;sprzet grzejny;plyty grzejne;;Poludnie;434;694;263781,20
2135;hist;062004;BI;sprzet grzejny;plyty grzejne;;Sieci;480;694;249974,88
2136;hist;062004;BI;sprzet grzejny;plyty grzejne;;Wschod;32;694;13940,02
2137;hist;062004;BI;sprzet grzejny;plyty grzejne;;Zachod;90;694;50315,84
2138;hist;062004;BI;sprzet grzejny;plyty grzejne;AVANS;Wschod;205;694;114916,47
2139;hist;062004;BI;sprzet grzejny;plyty grzejne;AVANS;Zachod;155;694;77801,64
2140;hist;062004;BI;sprzet grzejny;plyty grzejne;BRW-SA;Meblarze;24;694;15907,55
2141;hist;062004;BI;sprzet grzejny;plyty grzejne;G7;Polnoc;171;694;97299,37
2142;hist;062004;BI;sprzet grzejny;plyty grzejne;G7;Poludnie;347;694;204408,08
2143;hist;062004;BI;sprzet grzejny;plyty grzejne;G7;Sieci;158;694;92173,65
2144;hist;062004;BI;sprzet grzejny;plyty grzejne;G7;Zachod;67;694;37556,83
2145;hist;062004;BI;sprzet grzejny;plyty grzejne;MEDIA EXPERT;Polnoc;15;694;9977,24
2146;hist;062004;BI;sprzet grzejny;plyty grzejne;MEDIA EXPERT;Poludnie;17;694;8732,42
2147;hist;062004;BI;sprzet grzejny;plyty grzejne;MEDIA EXPERT;Wschod;3;694;1513,68
2148;hist;062004;BI;sprzet grzejny;plyty grzejne;MEDIA EXPERT;Zachod;3;694;1707,66
2149;hist;062004;BI;sprzet grzejny;plyty grzejne;MEDIA MARKT;Sieci;159;694;84393,62
2150;hist;062004;BI;sprzet grzejny;plyty grzejne;MEGA AVANS;Sieci;16;694;8652,62
2151;hist;062004;BI;sprzet grzejny;plyty grzejne;NEONET;Zachod;107;694;50575,85
2152;hist;062004;BI;sprzet grzejny;plyty grzejne;PARTNER;Poludnie;33;694;16844,90
2153;hist;062004;BI;sprzet grzejny;plyty grzejne;PARTNER;Wschod;18;694;10191,78
2154;hist;062004;BI;sprzet grzejny;plyty grzejne;PARTNER;Zachod;335;694;189901,85
2155;hist;062004;BI;zmywarki;zmywarki 45;;Meblarze;44;1525;55198,33
2156;hist;062004;BI;zmywarki;zmywarki 45;;Others;3;1525;2384,58
2157;hist;062004;BI;zmywarki;zmywarki 45;;Polnoc;36;1525;48774,69
2158;hist;062004;BI;zmywarki;zmywarki 45;;Poludnie;45;1525;61138,41
2159;hist;062004;BI;zmywarki;zmywarki 45;;Sieci;68;1525;83934,74
2160;hist;062004;BI;zmywarki;zmywarki 45;;Wschod;7;1525;8887,28
2161;hist;062004;BI;zmywarki;zmywarki 45;;Zachod;8;1525;11743,86
2162;hist;062004;BI;zmywarki;zmywarki 45;AVANS;Wschod;29;1525;39910,36
2163;hist;062004;BI;zmywarki;zmywarki 45;AVANS;Zachod;5;1525;6746,96
2164;hist;062004;BI;zmywarki;zmywarki 45;BRW-SA;Meblarze;1;1525;1418,95
2165;hist;062004;BI;zmywarki;zmywarki 45;G7;Polnoc;19;1525;22632,11
2166;hist;062004;BI;zmywarki;zmywarki 45;G7;Poludnie;38;1525;50503,42
2167;hist;062004;BI;zmywarki;zmywarki 45;G7;Sieci;40;1525;47958,80
2168;hist;062004;BI;zmywarki;zmywarki 45;G7;Zachod;2;1525;2297,96
2169;hist;062004;BI;zmywarki;zmywarki 45;MEDIA EXPERT;Poludnie;4;1525;5633,21
2170;hist;062004;BI;zmywarki;zmywarki 45;MEDIA EXPERT;Zachod;3;1525;4136,88
2171;hist;062004;BI;zmywarki;zmywarki 45;MEDIA MARKT;Sieci;2;1525;2498,89
2172;hist;062004;BI;zmywarki;zmywarki 45;MEGA AVANS;Sieci;7;1525;9911,56
2173;hist;062004;BI;zmywarki;zmywarki 45;NEONET;Zachod;15;1525;20697,09
2174;hist;062004;BI;zmywarki;zmywarki 45;PARTNER;Poludnie;3;1525;4041,75
2175;hist;062004;BI;zmywarki;zmywarki 45;PARTNER;Zachod;1;1525;1118,10
2176;hist;062004;BI;zmywarki;zmywarki 60;;Meblarze;14;1666;18123,90
2177;hist;062004;BI;zmywarki;zmywarki 60;;Others;3;1666;3449,83
2178;hist;062004;BI;zmywarki;zmywarki 60;;Polnoc;14;1666;20955,14
2179;hist;062004;BI;zmywarki;zmywarki 60;;Poludnie;56;1666;74802,07
2180;hist;062004;BI;zmywarki;zmywarki 60;;Sieci;42;1666;57944,98
2181;hist;062004;BI;zmywarki;zmywarki 60;;Wschod;7;1666;10782,58
2182;hist;062004;BI;zmywarki;zmywarki 60;;Zachod;8;1666;11400,96
2183;hist;062004;BI;zmywarki;zmywarki 60;AVANS;Wschod;20;1666;31409,41
2184;hist;062004;BI;zmywarki;zmywarki 60;AVANS;Zachod;6;1666;6848,32
2185;hist;062004;BI;zmywarki;zmywarki 60;BRW-SA;Meblarze;2;1666;3225,03
2186;hist;062004;BI;zmywarki;zmywarki 60;G7;Polnoc;16;1666;23047,26
2187;hist;062004;BI;zmywarki;zmywarki 60;G7;Poludnie;28;1666;34717,72
2188;hist;062004;BI;zmywarki;zmywarki 60;G7;Sieci;30;1666;37399,24
2189;hist;062004;BI;zmywarki;zmywarki 60;G7;Zachod;3;1666;3032,65
2190;hist;062004;BI;zmywarki;zmywarki 60;MEDIA EXPERT;Polnoc;1;1666;1483,44
2191;hist;062004;BI;zmywarki;zmywarki 60;MEDIA EXPERT;Poludnie;3;1666;4257,48
2192;hist;062004;BI;zmywarki;zmywarki 60;MEDIA EXPERT;Zachod;1;1666;1318,99
2193;hist;062004;BI;zmywarki;zmywarki 60;NEONET;Zachod;8;1666;11471,88
2194;hist;062004;BI;zmywarki;zmywarki 60;PARTNER;Poludnie;12;1666;15665,02
2195;hist;062004;BI;zmywarki;zmywarki 60;PARTNER;Zachod;6;1666;8807,16
2196;hist;062004;FS;chlodnictwo;chlodziarki;;Others;87;606;41671,47
2197;hist;062004;FS;chlodnictwo;chlodziarki;;Polnoc;294;606;173618,59
2198;hist;062004;FS;chlodnictwo;chlodziarki;;Poludnie;265;606;151192,60
2199;hist;062004;FS;chlodnictwo;chlodziarki;;Sieci;562;606;314620,07
2200;hist;062004;FS;chlodnictwo;chlodziarki;;Wschod;2;606;1152,42
2201;hist;062004;FS;chlodnictwo;chlodziarki;;Zachod;136;606;80273,04
2202;hist;062004;FS;chlodnictwo;chlodziarki;AVANS;Poludnie;21;606;11873,95
2203;hist;062004;FS;chlodnictwo;chlodziarki;AVANS;Wschod;156;606;89499,51
2204;hist;062004;FS;chlodnictwo;chlodziarki;AVANS;Zachod;221;606;124874,63
2205;hist;062004;FS;chlodnictwo;chlodziarki;G7;Polnoc;153;606;86088,42
2206;hist;062004;FS;chlodnictwo;chlodziarki;G7;Sieci;51;606;28707,10
2207;hist;062004;FS;chlodnictwo;chlodziarki;MEDIA EXPERT;Polnoc;30;606;17886,20
2208;hist;062004;FS;chlodnictwo;chlodziarki;MEDIA EXPERT;Poludnie;25;606;14533,76
2209;hist;062004;FS;chlodnictwo;chlodziarki;MEDIA EXPERT;Wschod;7;606;3912,44
2210;hist;062004;FS;chlodnictwo;chlodziarki;MEDIA EXPERT;Zachod;86;606;48841,63
2211;hist;062004;FS;chlodnictwo;chlodziarki;NEONET;Zachod;258;606;145663,20
2212;hist;062004;FS;chlodnictwo;chlodziarki;PARTNER;Poludnie;177;606;101221,79
2213;hist;062004;FS;chlodnictwo;chlodziarki;PARTNER;Wschod;23;606;13122,61
2214;hist;062004;FS;chlodnictwo;chlodziarki;PARTNER;Zachod;214;606;127733,64
2215;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;;Meblarze;2;834;807,00
2216;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;;Others;66;834;27113,46
2217;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;;Polnoc;1071;834;757725,61
2218;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;;Poludnie;717;834;521589,28
2219;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;;Sieci;894;834;601522,77
2220;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;;Wschod;26;834;20203,92
2221;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;;Zachod;143;834;107216,61
2222;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;AVANS;Poludnie;112;834;81977,14
2223;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;AVANS;Wschod;718;834;504274,59
2224;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;AVANS;Zachod;338;834;236726,23
2225;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;G7;Polnoc;169;834;114560,66
2226;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;G7;Poludnie;161;834;119142,34
2227;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;G7;Sieci;227;834;150460,69
2228;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Polnoc;40;834;27585,60
2229;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Poludnie;54;834;38297,89
2230;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Wschod;1;834;659,53
2231;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Zachod;104;834;75845,04
2232;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA MARKT;Sieci;362;834;254044,90
2233;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;MEGA AVANS;Sieci;14;834;10414,26
2234;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;NEONET;Zachod;577;834;432796,09
2235;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Poludnie;239;834;183075,03
2236;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Wschod;29;834;20054,86
2237;hist;062004;FS;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Zachod;234;834;171910,68
2238;hist;062004;FS;chlodnictwo;lodowki kombi;;Meblarze;2;1055;1978,73
2239;hist;062004;FS;chlodnictwo;lodowki kombi;;Others;157;1055;113775,47
2240;hist;062004;FS;chlodnictwo;lodowki kombi;;Polnoc;2094;1055;1761648,03
2241;hist;062004;FS;chlodnictwo;lodowki kombi;;Poludnie;1152;1055;991990,22
2242;hist;062004;FS;chlodnictwo;lodowki kombi;;Sieci;1873;1055;1565840,19
2243;hist;062004;FS;chlodnictwo;lodowki kombi;;Wschod;43;1055;37316,49
2244;hist;062004;FS;chlodnictwo;lodowki kombi;;Zachod;349;1055;325537,60
2245;hist;062004;FS;chlodnictwo;lodowki kombi;AVANS;Poludnie;192;1055;174792,03
2246;hist;062004;FS;chlodnictwo;lodowki kombi;AVANS;Wschod;856;1055;738200,21
2247;hist;062004;FS;chlodnictwo;lodowki kombi;AVANS;Zachod;885;1055;749414,67
2248;hist;062004;FS;chlodnictwo;lodowki kombi;G7;Polnoc;380;1055;327214,31
2249;hist;062004;FS;chlodnictwo;lodowki kombi;G7;Poludnie;263;1055;223843,45
2250;hist;062004;FS;chlodnictwo;lodowki kombi;G7;Sieci;236;1055;207728,63
2251;hist;062004;FS;chlodnictwo;lodowki kombi;G7;Zachod;5;1055;4876,57
2252;hist;062004;FS;chlodnictwo;lodowki kombi;MEDIA EXPERT;Polnoc;118;1055;100452,21
2253;hist;062004;FS;chlodnictwo;lodowki kombi;MEDIA EXPERT;Poludnie;108;1055;87366,11
2254;hist;062004;FS;chlodnictwo;lodowki kombi;MEDIA EXPERT;Wschod;4;1055;3431,70
2255;hist;062004;FS;chlodnictwo;lodowki kombi;MEDIA EXPERT;Zachod;153;1055;130631,26
2256;hist;062004;FS;chlodnictwo;lodowki kombi;MEDIA MARKT;Sieci;236;1055;204731,30
2257;hist;062004;FS;chlodnictwo;lodowki kombi;NEONET;Zachod;1623;1055;1418151,14
2258;hist;062004;FS;chlodnictwo;lodowki kombi;PARTNER;Poludnie;380;1055;336618,49
2259;hist;062004;FS;chlodnictwo;lodowki kombi;PARTNER;Wschod;93;1055;82915,88
2260;hist;062004;FS;chlodnictwo;lodowki kombi;PARTNER;Zachod;792;1055;673388,56
2261;hist;062004;FS;chlodnictwo;zamrazarki;;Others;68;901;46193,79
2262;hist;062004;FS;chlodnictwo;zamrazarki;;Polnoc;6;901;4105,07
2263;hist;062004;FS;chlodnictwo;zamrazarki;;Poludnie;27;901;17584,85
2264;hist;062004;FS;chlodnictwo;zamrazarki;;Sieci;31;901;19320,01
2265;hist;062004;FS;chlodnictwo;zamrazarki;;Wschod;3;901;2034,03
2266;hist;062004;FS;chlodnictwo;zamrazarki;AVANS;Poludnie;2;901;1309,92
2267;hist;062004;FS;chlodnictwo;zamrazarki;AVANS;Wschod;19;901;12445,28
2268;hist;062004;FS;chlodnictwo;zamrazarki;AVANS;Zachod;24;901;15702,12
2269;hist;062004;FS;chlodnictwo;zamrazarki;G7;Polnoc;8;901;5065,04
2270;hist;062004;FS;chlodnictwo;zamrazarki;G7;Poludnie;52;901;33545,04
2271;hist;062004;FS;chlodnictwo;zamrazarki;G7;Sieci;5;901;3277,05
2272;hist;062004;FS;chlodnictwo;zamrazarki;MEDIA EXPERT;Polnoc;26;901;17040,66
2273;hist;062004;FS;chlodnictwo;zamrazarki;MEDIA EXPERT;Poludnie;2;901;1310,82
2274;hist;062004;FS;chlodnictwo;zamrazarki;MEDIA MARKT;Sieci;5;901;3503,05
2275;hist;062004;FS;chlodnictwo;zamrazarki;NEONET;Zachod;23;901;14939,39
2276;hist;062004;FS;chlodnictwo;zamrazarki;PARTNER;Poludnie;6;901;3946,02
2277;hist;062004;FS;chlodnictwo;zamrazarki;PARTNER;Wschod;6;901;3977,66
2278;hist;062004;FS;chlodnictwo;zamrazarki;PARTNER;Zachod;10;901;6554,10
2279;hist;062004;FS;mikrofalowki;mikrofalowki elektronicznie;;Others;3;287;190,06
2280;hist;062004;FS;mikrofalowki;mikrofalowki elektronicznie;;Polnoc;1;287;270,80
2281;hist;062004;FS;mikrofalowki;mikrofalowki elektronicznie;;Poludnie;43;287;10703,63
2282;hist;062004;FS;mikrofalowki;mikrofalowki elektronicznie;;Sieci;114;287;27335,58
2283;hist;062004;FS;mikrofalowki;mikrofalowki elektronicznie;;Wschod;1;287;236,34
2284;hist;062004;FS;mikrofalowki;mikrofalowki elektronicznie;;Zachod;56;287;14170,19
2285;hist;062004;FS;mikrofalowki;mikrofalowki elektronicznie;AVANS;Wschod;10;287;2440,15
2286;hist;062004;FS;mikrofalowki;mikrofalowki elektronicznie;AVANS;Zachod;4;287;993,92
2287;hist;062004;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Sieci;56;287;13094,50
2288;hist;062004;FS;mikrofalowki;mikrofalowki elektronicznie;MEDIA MARKT;Sieci;161;287;40987,00
2289;hist;062004;FS;mikrofalowki;mikrofalowki elektronicznie;NEONET;Zachod;3;287;783,96
2290;hist;062004;FS;mikrofalowki;mikrofalowki elektronicznie;PARTNER;Poludnie;7;287;1670,32
2291;hist;062004;FS;mikrofalowki;mikrofalowki elektronicznie;PARTNER;Wschod;4;287;1083,20
2292;hist;062004;FS;mikrofalowki;mikrofalowki elektronicznie;PARTNER;Zachod;60;287;15181,40
2293;hist;062004;FS;mikrofalowki;mikrofalowki mechanicznie;;Others;2;253;206,81
2294;hist;062004;FS;mikrofalowki;mikrofalowki mechanicznie;;Polnoc;55;253;11509,00
2295;hist;062004;FS;mikrofalowki;mikrofalowki mechanicznie;;Poludnie;55;253;11878,83
2296;hist;062004;FS;mikrofalowki;mikrofalowki mechanicznie;;Sieci;108;253;22650,24
2297;hist;062004;FS;mikrofalowki;mikrofalowki mechanicznie;;Wschod;2;253;451,64
2298;hist;062004;FS;mikrofalowki;mikrofalowki mechanicznie;;Zachod;94;253;19930,79
2299;hist;062004;FS;mikrofalowki;mikrofalowki mechanicznie;AVANS;Poludnie;10;253;2261,70
2300;hist;062004;FS;mikrofalowki;mikrofalowki mechanicznie;AVANS;Wschod;33;253;7297,23
2301;hist;062004;FS;mikrofalowki;mikrofalowki mechanicznie;AVANS;Zachod;12;253;2652,28
2302;hist;062004;FS;mikrofalowki;mikrofalowki mechanicznie;G7;Sieci;1;253;190,29
2303;hist;062004;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Poludnie;8;253;1755,36
2304;hist;062004;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Wschod;2;253;433,00
2305;hist;062004;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Zachod;70;253;11140,50
2306;hist;062004;FS;pralki;pralki front;;Others;42;979;20869,98
2307;hist;062004;FS;pralki;pralki front;;Polnoc;643;979;513209,12
2308;hist;062004;FS;pralki;pralki front;;Poludnie;977;979;803398,83
2309;hist;062004;FS;pralki;pralki front;;Sieci;1607;979;1200231,53
2310;hist;062004;FS;pralki;pralki front;;Wschod;17;979;14070,46
2311;hist;062004;FS;pralki;pralki front;;Zachod;427;979;364747,47
2312;hist;062004;FS;pralki;pralki front;AVANS;Poludnie;150;979;127963,62
2313;hist;062004;FS;pralki;pralki front;AVANS;Wschod;1180;979;955606,18
2314;hist;062004;FS;pralki;pralki front;AVANS;Zachod;804;979;638028,30
2315;hist;062004;FS;pralki;pralki front;G7;Polnoc;183;979;146540,51
2316;hist;062004;FS;pralki;pralki front;G7;Poludnie;774;979;644024,23
2317;hist;062004;FS;pralki;pralki front;G7;Sieci;339;979;277851,90
2318;hist;062004;FS;pralki;pralki front;MEDIA EXPERT;Polnoc;105;979;84157,40
2319;hist;062004;FS;pralki;pralki front;MEDIA EXPERT;Poludnie;247;979;198489,20
2320;hist;062004;FS;pralki;pralki front;MEDIA EXPERT;Wschod;6;979;4852,26
2321;hist;062004;FS;pralki;pralki front;MEDIA EXPERT;Zachod;342;979;268706,80
2322;hist;062004;FS;pralki;pralki front;MEDIA MARKT;Sieci;476;979;407411,80
2323;hist;062004;FS;pralki;pralki front;MEGA AVANS;Sieci;21;979;18209,78
2324;hist;062004;FS;pralki;pralki front;NEONET;Zachod;1031;979;845170,26
2325;hist;062004;FS;pralki;pralki front;PARTNER;Poludnie;500;979;405857,48
2326;hist;062004;FS;pralki;pralki front;PARTNER;Wschod;111;979;93175,02
2327;hist;062004;FS;pralki;pralki front;PARTNER;Zachod;1059;979;983200,79
2328;hist;062004;FS;sprzet grzejny;kuchnie;;Others;62;951;32063,90
2329;hist;062004;FS;sprzet grzejny;kuchnie;;Polnoc;1520;951;1171361,89
2330;hist;062004;FS;sprzet grzejny;kuchnie;;Poludnie;1059;951;811927,57
2331;hist;062004;FS;sprzet grzejny;kuchnie;;Sieci;1486;951;972956,98
2332;hist;062004;FS;sprzet grzejny;kuchnie;;Wschod;146;951;102986,01
2333;hist;062004;FS;sprzet grzejny;kuchnie;;Zachod;332;951;233822,06
2334;hist;062004;FS;sprzet grzejny;kuchnie;AVANS;Poludnie;90;951;70959,49
2335;hist;062004;FS;sprzet grzejny;kuchnie;AVANS;Wschod;953;951;660009,08
2336;hist;062004;FS;sprzet grzejny;kuchnie;AVANS;Zachod;1000;951;704445,72
2337;hist;062004;FS;sprzet grzejny;kuchnie;G7;Polnoc;425;951;314662,40
2338;hist;062004;FS;sprzet grzejny;kuchnie;G7;Poludnie;550;951;470752,50
2339;hist;062004;FS;sprzet grzejny;kuchnie;G7;Sieci;418;951;354093,81
2340;hist;062004;FS;sprzet grzejny;kuchnie;G7;Zachod;11;951;6864,76
2341;hist;062004;FS;sprzet grzejny;kuchnie;MEDIA EXPERT;Polnoc;32;951;16742,70
2342;hist;062004;FS;sprzet grzejny;kuchnie;MEDIA EXPERT;Poludnie;95;951;65064,37
2343;hist;062004;FS;sprzet grzejny;kuchnie;MEDIA EXPERT;Zachod;242;951;173720,08
2344;hist;062004;FS;sprzet grzejny;kuchnie;MEDIA MARKT;Sieci;249;951;210107,43
2345;hist;062004;FS;sprzet grzejny;kuchnie;NEONET;Zachod;1179;951;831700,69
2346;hist;062004;FS;sprzet grzejny;kuchnie;PARTNER;Poludnie;336;951;267148,22
2347;hist;062004;FS;sprzet grzejny;kuchnie;PARTNER;Wschod;258;951;192517,30
2348;hist;062004;FS;sprzet grzejny;kuchnie;PARTNER;Zachod;1373;951;921459,43
2349;hist;062004;FS;zmywarki;zmywarki 45;;Polnoc;1;1474;1091,20
2350;hist;062004;FS;zmywarki;zmywarki 60;;Others;3;1034;1525,82
2351;hist;072004;BI;chlodnictwo;chlodziarki;;Meblarze;31;929;27951,28
2352;hist;072004;BI;chlodnictwo;chlodziarki;;Others;6;929;3006,10
2353;hist;072004;BI;chlodnictwo;chlodziarki;;Polnoc;30;929;25540,85
2354;hist;072004;BI;chlodnictwo;chlodziarki;;Poludnie;47;929;40323,49
2355;hist;072004;BI;chlodnictwo;chlodziarki;;Sieci;60;929;48740,66
2356;hist;072004;BI;chlodnictwo;chlodziarki;;Zachod;3;929;2581,77
2357;hist;072004;BI;chlodnictwo;chlodziarki;AVANS;Wschod;24;929;20521,95
2358;hist;072004;BI;chlodnictwo;chlodziarki;AVANS;Zachod;12;929;9663,25
2359;hist;072004;BI;chlodnictwo;chlodziarki;BRW-SA;Meblarze;6;929;5430,40
2360;hist;072004;BI;chlodnictwo;chlodziarki;G7;Polnoc;17;929;14089,92
2361;hist;072004;BI;chlodnictwo;chlodziarki;G7;Poludnie;35;929;29125,86
2362;hist;072004;BI;chlodnictwo;chlodziarki;G7;Sieci;28;929;25304,60
2363;hist;072004;BI;chlodnictwo;chlodziarki;G7;Zachod;11;929;9450,09
2364;hist;072004;BI;chlodnictwo;chlodziarki;MEDIA EXPERT;Poludnie;3;929;2652,75
2365;hist;072004;BI;chlodnictwo;chlodziarki;MEDIA MARKT;Sieci;2;929;957,12
2366;hist;072004;BI;chlodnictwo;chlodziarki;NEONET;Zachod;18;929;15354,74
2367;hist;072004;BI;chlodnictwo;chlodziarki;PARTNER;Poludnie;1;929;749,16
2368;hist;072004;BI;chlodnictwo;chlodziarki;PARTNER;Wschod;1;929;899,11
2369;hist;072004;BI;chlodnictwo;chlodziarki;PARTNER;Zachod;41;929;36445,81
2370;hist;072004;BI;chlodnictwo;lodowki dwudrzwiowe;;Meblarze;19;1093;13493,33
2371;hist;072004;BI;chlodnictwo;lodowki dwudrzwiowe;;Others;4;1093;2707,03
2372;hist;072004;BI;chlodnictwo;lodowki dwudrzwiowe;;Poludnie;9;1093;8502,58
2373;hist;072004;BI;chlodnictwo;lodowki dwudrzwiowe;;Sieci;4;1093;3550,01
2374;hist;072004;BI;chlodnictwo;lodowki dwudrzwiowe;;Wschod;1;1093;988,76
2375;hist;072004;BI;chlodnictwo;lodowki dwudrzwiowe;AVANS;Poludnie;1;1093;696,36
2376;hist;072004;BI;chlodnictwo;lodowki dwudrzwiowe;AVANS;Wschod;7;1093;6740,61
2377;hist;072004;BI;chlodnictwo;lodowki dwudrzwiowe;AVANS;Zachod;6;1093;5691,69
2378;hist;072004;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Polnoc;5;1093;4734,46
2379;hist;072004;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Poludnie;11;1093;9864,90
2380;hist;072004;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Sieci;2;1093;2078,34
2381;hist;072004;BI;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Zachod;1;1093;944,27
2382;hist;072004;BI;chlodnictwo;lodowki dwudrzwiowe;MEDIA MARKT;Sieci;1;1093;696,31
2383;hist;072004;BI;chlodnictwo;lodowki dwudrzwiowe;NEONET;Zachod;7;1093;6977,40
2384;hist;072004;BI;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Poludnie;5;1093;4743,44
2385;hist;072004;BI;chlodnictwo;lodowki kombi;;Meblarze;51;1291;43856,99
2386;hist;072004;BI;chlodnictwo;lodowki kombi;;Others;23;1291;18461,68
2387;hist;072004;BI;chlodnictwo;lodowki kombi;;Polnoc;266;1291;286820,10
2388;hist;072004;BI;chlodnictwo;lodowki kombi;;Poludnie;78;1291;87724,88
2389;hist;072004;BI;chlodnictwo;lodowki kombi;;Sieci;103;1291;113352,72
2390;hist;072004;BI;chlodnictwo;lodowki kombi;;Wschod;1;1291;1242,82
2391;hist;072004;BI;chlodnictwo;lodowki kombi;;Zachod;15;1291;17616,87
2392;hist;072004;BI;chlodnictwo;lodowki kombi;AVANS;Poludnie;20;1291;22157,50
2393;hist;072004;BI;chlodnictwo;lodowki kombi;AVANS;Wschod;76;1291;88451,50
2394;hist;072004;BI;chlodnictwo;lodowki kombi;AVANS;Zachod;45;1291;51158,71
2395;hist;072004;BI;chlodnictwo;lodowki kombi;BRW-SA;Meblarze;10;1291;10866,30
2396;hist;072004;BI;chlodnictwo;lodowki kombi;G7;Polnoc;60;1291;61757,62
2397;hist;072004;BI;chlodnictwo;lodowki kombi;G7;Poludnie;76;1291;77630,23
2398;hist;072004;BI;chlodnictwo;lodowki kombi;G7;Sieci;21;1291;23104,30
2399;hist;072004;BI;chlodnictwo;lodowki kombi;G7;Zachod;15;1291;15738,93
2400;hist;072004;BI;chlodnictwo;lodowki kombi;MEDIA EXPERT;Polnoc;1;1291;1151,97
2401;hist;072004;BI;chlodnictwo;lodowki kombi;MEDIA EXPERT;Poludnie;6;1291;7469,60
2402;hist;072004;BI;chlodnictwo;lodowki kombi;MEDIA MARKT;Sieci;32;1291;40162,37
2403;hist;072004;BI;chlodnictwo;lodowki kombi;NEONET;Zachod;100;1291;105592,70
2404;hist;072004;BI;chlodnictwo;lodowki kombi;PARTNER;Poludnie;11;1291;11952,82
2405;hist;072004;BI;chlodnictwo;lodowki kombi;PARTNER;Wschod;6;1291;6862,26
2406;hist;072004;BI;chlodnictwo;lodowki kombi;PARTNER;Zachod;74;1291;73850,01
2407;hist;072004;BI;chlodnictwo;zamrazarki;;Poludnie;4;980;3223,71
2408;hist;072004;BI;chlodnictwo;zamrazarki;;Sieci;2;980;1941,32
2409;hist;072004;BI;chlodnictwo;zamrazarki;G7;Zachod;1;980;696,61
2410;hist;072004;BI;chlodnictwo;zamrazarki;MEDIA MARKT;Sieci;1;980;570,98
