ID;hist_plan;data;grupa;podgrupa;sprzet;klient;region;ilosc;cena_hurt;obrot
1;hist;012004;BI;chlodnictwo;chlodziarki;;Meblarze;15;929;11631,21
2;hist;012004;BI;chlodnictwo;chlodziarki;;Others;5;929;2011,98
3;hist;012004;BI;chlodnictwo;chlodziarki;;Polnoc;37;929;31280,18
4;hist;012004;BI;chlodnictwo;chlodziarki;;Poludnie;38;929;28348,24
5;hist;012004;BI;chlodnictwo;chlodziarki;;Sieci;27;929;19871,83
6;hist;012004;BI;chlodnictwo;chlodziarki;;Zachod;5;929;3789,14
7;hist;012004;BI;chlodnictwo;chlodziarki;AVANS;Poludnie;10;929;7998,52
8;hist;012004;BI;chlodnictwo;chlodziarki;AVANS;Wschod;24;929;19496,10
9;hist;012004;BI;chlodnictwo;chlodziarki;AVANS;Zachod;22;929;16614,34
10;hist;012004;BI;chlodnictwo;chlodziarki;BRW-SA;Meblarze;6;929;5444,41
11;hist;012004;BI;chlodnictwo;chlodziarki;G7;Polnoc;21;929;16538,45
12;hist;012004;BI;chlodnictwo;chlodziarki;G7;Poludnie;49;929;38657,79
13;hist;012004;BI;chlodnictwo;chlodziarki;G7;Sieci;1;929;730,36
14;hist;012004;BI;chlodnictwo;chlodziarki;G7;Zachod;7;929;5032,68
15;hist;012004;BI;chlodnictwo;chlodziarki;MEDIA MARKT;Sieci;4;929;3366,31
16;hist;012004;BI;chlodnictwo;chlodziarki;NEONET;Zachod;28;929;23488,51
17;hist;012004;BI;chlodnictwo;chlodziarki;PARTNER;Wschod;6;929;4806,53
18;hist;012004;BI;chlodnictwo;chlodziarki;PARTNER;Zachod;5;929;4053,63
19;hist;012004;BI;chlodnictwo;lodowki dwudrzwiowe;;Meblarze;3;1093;2696,96
20;hist;012004;BI;chlodnictwo;lodowki dwudrzwiowe;;Polnoc;5;1093;5115,15
21;hist;012004;BI;chlodnictwo;lodowki dwudrzwiowe;;Poludnie;13;1093;12410,72
22;hist;012004;BI;chlodnictwo;lodowki dwudrzwiowe;;Sieci;6;1093;5218,18
23;hist;012004;BI;chlodnictwo;lodowki dwudrzwiowe;;Wschod;2;1093;1396,52
24;hist;012004;BI;chlodnictwo;lodowki dwudrzwiowe;;Zachod;1;1093;956,52
25;hist;012004;BI;chlodnictwo;lodowki dwudrzwiowe;AVANS;Poludnie;4;1093;3808,88
26;hist;012004;BI;chlodnictwo;lodowki dwudrzwiowe;AVANS;Wschod;5;1093;4704,52
27;hist;012004;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Polnoc;1;1093;955,14
28;hist;012004;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Sieci;3;1093;2934,03
29;hist;012004;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Zachod;4;1093;4095,52
30;hist;012004;BI;chlodnictwo;lodowki dwudrzwiowe;MEDIA MARKT;Sieci;3;1093;2621,05
31;hist;012004;BI;chlodnictwo;lodowki dwudrzwiowe;NEONET;Zachod;4;1093;3816,60
32;hist;012004;BI;chlodnictwo;lodowki kombi;;Meblarze;54;1291;51724,03
33;hist;012004;BI;chlodnictwo;lodowki kombi;;Others;14;1291;11500,83
34;hist;012004;BI;chlodnictwo;lodowki kombi;;Polnoc;51;1291;59569,93
35;hist;012004;BI;chlodnictwo;lodowki kombi;;Poludnie;76;1291;84585,05
36;hist;012004;BI;chlodnictwo;lodowki kombi;;Sieci;106;1291;112084,10
37;hist;012004;BI;chlodnictwo;lodowki kombi;;Wschod;7;1291;8702,01
38;hist;012004;BI;chlodnictwo;lodowki kombi;;Zachod;29;1291;32305,47
39;hist;012004;BI;chlodnictwo;lodowki kombi;AVANS;Poludnie;8;1291;9538,93
40;hist;012004;BI;chlodnictwo;lodowki kombi;AVANS;Wschod;53;1291;62531,24
41;hist;012004;BI;chlodnictwo;lodowki kombi;AVANS;Zachod;25;1291;28812,09
42;hist;012004;BI;chlodnictwo;lodowki kombi;BRW-SA;Meblarze;9;1291;10355,43
43;hist;012004;BI;chlodnictwo;lodowki kombi;G7;Polnoc;31;1291;35235,40
44;hist;012004;BI;chlodnictwo;lodowki kombi;G7;Poludnie;66;1291;39169,13
45;hist;012004;BI;chlodnictwo;lodowki kombi;G7;Sieci;32;1291;36768,38
46;hist;012004;BI;chlodnictwo;lodowki kombi;G7;Zachod;10;1291;11343,04
47;hist;012004;BI;chlodnictwo;lodowki kombi;MEDIA MARKT;Sieci;6;1291;6048,78
48;hist;012004;BI;chlodnictwo;lodowki kombi;NEONET;Zachod;13;1291;15565,26
49;hist;012004;BI;chlodnictwo;lodowki kombi;PARTNER;Wschod;4;1291;4697,09
50;hist;012004;BI;chlodnictwo;lodowki kombi;PARTNER;Zachod;162;1291;184350,69
51;hist;012004;BI;chlodnictwo;zamrazarki;;Meblarze;2;980;1793,38
52;hist;012004;BI;chlodnictwo;zamrazarki;;Polnoc;2;980;1924,36
53;hist;012004;BI;chlodnictwo;zamrazarki;;Poludnie;1;980;583,92
54;hist;012004;BI;chlodnictwo;zamrazarki;;Sieci;3;980;1176,82
55;hist;012004;BI;chlodnictwo;zamrazarki;AVANS;Wschod;1;980;837,00
56;hist;012004;BI;chlodnictwo;zamrazarki;AVANS;Zachod;1;980;899,11
57;hist;012004;BI;chlodnictwo;zamrazarki;BRW-SA;Meblarze;1;980;886,62
58;hist;012004;BI;chlodnictwo;zamrazarki;G7;Polnoc;1;980;895,40
59;hist;012004;BI;chlodnictwo;zamrazarki;G7;Poludnie;1;980;705,26
60;hist;012004;BI;chlodnictwo;zamrazarki;NEONET;Zachod;1;980;672,54
61;hist;012004;BI;chlodnictwo;zamrazarki;PARTNER;Zachod;5;980;4584,20
62;hist;012004;BI;mikrofalowki;mikrofalowki elektronicznie;;Meblarze;1;1007;708,87
63;hist;012004;BI;mikrofalowki;mikrofalowki elektronicznie;;Polnoc;13;1007;11286,31
64;hist;012004;BI;mikrofalowki;mikrofalowki elektronicznie;;Poludnie;7;1007;6281,67
65;hist;012004;BI;mikrofalowki;mikrofalowki elektronicznie;;Sieci;10;1007;8563,90
66;hist;012004;BI;mikrofalowki;mikrofalowki elektronicznie;;Wschod;3;1007;2795,88
67;hist;012004;BI;mikrofalowki;mikrofalowki elektronicznie;;Zachod;2;1007;1884,07
68;hist;012004;BI;mikrofalowki;mikrofalowki elektronicznie;AVANS;Wschod;1;1007;894,48
69;hist;012004;BI;mikrofalowki;mikrofalowki elektronicznie;AVANS;Zachod;2;1007;1798,22
70;hist;012004;BI;mikrofalowki;mikrofalowki elektronicznie;G7;Polnoc;5;1007;4477,00
71;hist;012004;BI;mikrofalowki;mikrofalowki elektronicznie;G7;Poludnie;15;1007;14489,85
72;hist;012004;BI;mikrofalowki;mikrofalowki elektronicznie;G7;Sieci;8;1007;7334,72
73;hist;012004;BI;mikrofalowki;mikrofalowki elektronicznie;G7;Zachod;3;1007;1925,37
74;hist;012004;BI;mikrofalowki;mikrofalowki elektronicznie;PARTNER;Zachod;10;1007;9168,40
75;hist;012004;BI;mikrofalowki;mikrofalowki mechanicznie;;Meblarze;1;839;742,95
76;hist;012004;BI;mikrofalowki;mikrofalowki mechanicznie;;Polnoc;4;839;3080,94
77;hist;012004;BI;mikrofalowki;mikrofalowki mechanicznie;;Poludnie;11;839;8230,71
78;hist;012004;BI;mikrofalowki;mikrofalowki mechanicznie;;Sieci;11;839;7823,08
79;hist;012004;BI;mikrofalowki;mikrofalowki mechanicznie;;Wschod;4;839;2858,47
80;hist;012004;BI;mikrofalowki;mikrofalowki mechanicznie;;Zachod;5;839;3790,31
81;hist;012004;BI;mikrofalowki;mikrofalowki mechanicznie;AVANS;Poludnie;2;839;1492,14
82;hist;012004;BI;mikrofalowki;mikrofalowki mechanicznie;AVANS;Wschod;4;839;2984,28
83;hist;012004;BI;mikrofalowki;mikrofalowki mechanicznie;AVANS;Zachod;1;839;746,07
84;hist;012004;BI;mikrofalowki;mikrofalowki mechanicznie;BRW-SA;Meblarze;2;839;1302,05
85;hist;012004;BI;mikrofalowki;mikrofalowki mechanicznie;G7;Polnoc;4;839;2984,28
86;hist;012004;BI;mikrofalowki;mikrofalowki mechanicznie;G7;Poludnie;9;839;6685,72
87;hist;012004;BI;mikrofalowki;mikrofalowki mechanicznie;G7;Zachod;2;839;1527,88
88;hist;012004;BI;mikrofalowki;mikrofalowki mechanicznie;MEDIA MARKT;Sieci;1;839;570,85
89;hist;012004;BI;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Zachod;20;839;15278,80
90;hist;012004;BI;okapy;okapy kominowe;;Others;10;546;3818,56
91;hist;012004;BI;okapy;okapy kominowe;;Polnoc;205;546;100743,68
92;hist;012004;BI;okapy;okapy kominowe;;Poludnie;240;546;114340,80
93;hist;012004;BI;okapy;okapy kominowe;;Sieci;401;546;199815,75
94;hist;012004;BI;okapy;okapy kominowe;;Wschod;43;546;22020,64
95;hist;012004;BI;okapy;okapy kominowe;AVANS;Poludnie;50;546;21086,88
96;hist;012004;BI;okapy;okapy kominowe;BRW-SA;Meblarze;41;546;17153,10
97;hist;012004;BI;okapy;okapy kominowe;G7;Polnoc;90;546;37463,79
98;hist;012004;BI;okapy;okapy kominowe;G7;Poludnie;221;546;112133,09
99;hist;012004;BI;okapy;okapy kominowe;G7;Sieci;93;546;45899,98
100;hist;012004;BI;okapy;okapy kominowe;G7;Zachod;66;546;32734,43
101;hist;012004;BI;okapy;okapy kominowe;MEDIA MARKT;Sieci;41;546;21079,31
102;hist;012004;BI;okapy;okapy kominowe;PARTNER;Wschod;42;546;18864,96
103;hist;012004;BI;okapy;okapy meblowe;;Meblarze;12;171;1855,68
104;hist;012004;BI;okapy;okapy meblowe;;Others;2;171;339,55
105;hist;012004;BI;okapy;okapy meblowe;;Polnoc;5;171;800,75
106;hist;012004;BI;okapy;okapy meblowe;;Poludnie;6;171;893,64
107;hist;012004;BI;okapy;okapy meblowe;;Sieci;18;171;2639,90
108;hist;012004;BI;okapy;okapy meblowe;;Wschod;10;171;1548,04
109;hist;012004;BI;okapy;okapy meblowe;;Zachod;4;171;616,24
110;hist;012004;BI;okapy;okapy meblowe;AVANS;Poludnie;3;171;464,10
111;hist;012004;BI;okapy;okapy meblowe;AVANS;Wschod;7;171;1077,96
112;hist;012004;BI;okapy;okapy meblowe;AVANS;Zachod;12;171;1557,90
113;hist;012004;BI;okapy;okapy meblowe;G7;Poludnie;24;171;3304,85
114;hist;012004;BI;okapy;okapy meblowe;NEONET;Zachod;1;171;155,35
115;hist;012004;BI;okapy;okapy meblowe;PARTNER;Zachod;4;171;633,64
116;hist;012004;BI;okapy;okapy teleskopowe;;Meblarze;36;332;10563,24
117;hist;012004;BI;okapy;okapy teleskopowe;;Others;2;332;299,50
118;hist;012004;BI;okapy;okapy teleskopowe;;Polnoc;88;332;26890,36
119;hist;012004;BI;okapy;okapy teleskopowe;;Poludnie;116;332;32899,48
120;hist;012004;BI;okapy;okapy teleskopowe;;Sieci;199;332;55046,11
121;hist;012004;BI;okapy;okapy teleskopowe;;Wschod;17;332;5115,32
122;hist;012004;BI;okapy;okapy teleskopowe;;Zachod;49;332;14671,19
123;hist;012004;BI;okapy;okapy teleskopowe;AVANS;Poludnie;20;332;5986,00
124;hist;012004;BI;okapy;okapy teleskopowe;AVANS;Wschod;142;332;41575,45
125;hist;012004;BI;okapy;okapy teleskopowe;AVANS;Zachod;65;332;19223,45
126;hist;012004;BI;okapy;okapy teleskopowe;BRW-SA;Meblarze;9;332;2669,68
127;hist;012004;BI;okapy;okapy teleskopowe;G7;Polnoc;53;332;15603,31
128;hist;012004;BI;okapy;okapy teleskopowe;G7;Poludnie;159;332;34763,85
129;hist;012004;BI;okapy;okapy teleskopowe;G7;Sieci;20;332;5835,80
130;hist;012004;BI;okapy;okapy teleskopowe;G7;Zachod;33;332;9944,68
131;hist;012004;BI;okapy;okapy teleskopowe;MEDIA MARKT;Sieci;11;332;3317,59
132;hist;012004;BI;okapy;okapy teleskopowe;NEONET;Zachod;60;332;17824,97
133;hist;012004;BI;okapy;okapy teleskopowe;PARTNER;Wschod;10;332;3085,60
134;hist;012004;BI;okapy;okapy teleskopowe;PARTNER;Zachod;59;332;17572,23
135;hist;012004;BI;okapy;okapy uniwersalne;;Meblarze;80;166;11857,87
136;hist;012004;BI;okapy;okapy uniwersalne;;Others;10;166;1109,47
137;hist;012004;BI;okapy;okapy uniwersalne;;Polnoc;754;166;96328,08
138;hist;012004;BI;okapy;okapy uniwersalne;;Poludnie;662;166;99819,59
139;hist;012004;BI;okapy;okapy uniwersalne;;Sieci;715;166;105817,61
140;hist;012004;BI;okapy;okapy uniwersalne;;Wschod;196;166;26607,65
141;hist;012004;BI;okapy;okapy uniwersalne;;Zachod;254;166;34197,96
142;hist;012004;BI;okapy;okapy uniwersalne;AVANS;Poludnie;283;166;34268,60
143;hist;012004;BI;okapy;okapy uniwersalne;AVANS;Wschod;1161;166;151243,98
144;hist;012004;BI;okapy;okapy uniwersalne;AVANS;Zachod;641;166;84884,09
145;hist;012004;BI;okapy;okapy uniwersalne;BRW-SA;Meblarze;53;166;7911,97
146;hist;012004;BI;okapy;okapy uniwersalne;G7;Polnoc;105;166;14321,25
147;hist;012004;BI;okapy;okapy uniwersalne;G7;Poludnie;347;166;38520,52
148;hist;012004;BI;okapy;okapy uniwersalne;G7;Sieci;192;166;24247,16
149;hist;012004;BI;okapy;okapy uniwersalne;G7;Zachod;52;166;8294,18
150;hist;012004;BI;okapy;okapy uniwersalne;MEDIA MARKT;Sieci;180;166;29015,27
151;hist;012004;BI;okapy;okapy uniwersalne;NEONET;Zachod;344;166;48613,25
152;hist;012004;BI;okapy;okapy uniwersalne;PARTNER;Wschod;272;166;36528,70
153;hist;012004;BI;okapy;okapy uniwersalne;PARTNER;Zachod;914;166;108879,20
154;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;;Meblarze;99;1605;143870,82
155;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;;Others;8;1605;9110,60
156;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;;Polnoc;343;1605;480240,88
157;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;;Poludnie;460;1605;618240,03
158;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;;Sieci;607;1605;760349,28
159;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;;Wschod;47;1605;59576,79
160;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;;Zachod;121;1605;160683,84
161;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;AVANS;Poludnie;84;1605;109618,66
162;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;AVANS;Wschod;204;1605;315006,69
163;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;AVANS;Zachod;177;1605;246582,62
164;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;BRW-SA;Meblarze;35;1605;51039,73
165;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;G7;Polnoc;138;1605;203572,33
166;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;G7;Poludnie;456;1605;627169,53
167;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;G7;Sieci;112;1605;161590,93
168;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;G7;Zachod;74;1605;100948,40
169;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;MEDIA MARKT;Sieci;129;1605;187056,59
170;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;NEONET;Zachod;140;1605;175663,84
171;hist;012004;BI;sprzet grzejny;kuchnie do zabudowy;PARTNER;Zachod;286;1605;394626,89
172;hist;012004;BI;sprzet grzejny;piekarniki;;Meblarze;33;1273;37363,63
173;hist;012004;BI;sprzet grzejny;piekarniki;;Others;5;1273;4356,85
174;hist;012004;BI;sprzet grzejny;piekarniki;;Polnoc;49;1273;59798,17
175;hist;012004;BI;sprzet grzejny;piekarniki;;Poludnie;95;1273;95428,96
176;hist;012004;BI;sprzet grzejny;piekarniki;;Sieci;174;1273;177536,18
177;hist;012004;BI;sprzet grzejny;piekarniki;;Wschod;14;1273;11896,41
178;hist;012004;BI;sprzet grzejny;piekarniki;;Zachod;28;1273;33407,14
179;hist;012004;BI;sprzet grzejny;piekarniki;AVANS;Poludnie;11;1273;10984,41
180;hist;012004;BI;sprzet grzejny;piekarniki;AVANS;Wschod;83;1273;95231,11
181;hist;012004;BI;sprzet grzejny;piekarniki;AVANS;Zachod;37;1273;42588,24
182;hist;012004;BI;sprzet grzejny;piekarniki;BRW-SA;Meblarze;20;1273;16650,74
183;hist;012004;BI;sprzet grzejny;piekarniki;G7;Polnoc;39;1273;38258,65
184;hist;012004;BI;sprzet grzejny;piekarniki;G7;Poludnie;109;1273;100694,98
185;hist;012004;BI;sprzet grzejny;piekarniki;G7;Sieci;21;1273;24217,39
186;hist;012004;BI;sprzet grzejny;piekarniki;G7;Zachod;44;1273;43130,38
187;hist;012004;BI;sprzet grzejny;piekarniki;MEDIA MARKT;Sieci;43;1273;52704,43
188;hist;012004;BI;sprzet grzejny;piekarniki;NEONET;Zachod;37;1273;41339,34
189;hist;012004;BI;sprzet grzejny;piekarniki;PARTNER;Wschod;18;1273;21600,57
190;hist;012004;BI;sprzet grzejny;piekarniki;PARTNER;Zachod;106;1273;116441,53
191;hist;012004;BI;sprzet grzejny;plyty grzejne;;Meblarze;58;694;38037,84
192;hist;012004;BI;sprzet grzejny;plyty grzejne;;Others;16;694;4057,76
193;hist;012004;BI;sprzet grzejny;plyty grzejne;;Poludnie;265;694;142795,30
194;hist;012004;BI;sprzet grzejny;plyty grzejne;;Sieci;469;694;231710,91
195;hist;012004;BI;sprzet grzejny;plyty grzejne;;Wschod;24;694;13817,65
196;hist;012004;BI;sprzet grzejny;plyty grzejne;;Zachod;49;694;27913,20
197;hist;012004;BI;sprzet grzejny;plyty grzejne;AVANS;Poludnie;38;694;18527,46
198;hist;012004;BI;sprzet grzejny;plyty grzejne;AVANS;Wschod;164;694;106432,60
199;hist;012004;BI;sprzet grzejny;plyty grzejne;AVANS;Zachod;82;694;54955,88
200;hist;012004;BI;sprzet grzejny;plyty grzejne;BRW-SA;Meblarze;22;694;10175,36
201;hist;012004;BI;sprzet grzejny;plyty grzejne;G7;Polnoc;62;694;34724,69
202;hist;012004;BI;sprzet grzejny;plyty grzejne;G7;Poludnie;252;694;155830,11
203;hist;012004;BI;sprzet grzejny;plyty grzejne;G7;Sieci;73;694;48816,89
204;hist;012004;BI;sprzet grzejny;plyty grzejne;MEDIA MARKT;Sieci;62;694;37000,89
205;hist;012004;BI;sprzet grzejny;plyty grzejne;NEONET;Zachod;75;694;41799,47
206;hist;012004;BI;zmywarki;zmywarki 45;;Meblarze;9;1525;10042,37
207;hist;012004;BI;zmywarki;zmywarki 45;;Others;4;1525;4499,35
208;hist;012004;BI;zmywarki;zmywarki 45;;Polnoc;22;1525;29231,89
209;hist;012004;BI;zmywarki;zmywarki 45;;Poludnie;23;1525;28659,98
210;hist;012004;BI;zmywarki;zmywarki 45;;Sieci;52;1525;62699,32
211;hist;012004;BI;zmywarki;zmywarki 45;;Wschod;7;1525;9219,73
212;hist;012004;BI;zmywarki;zmywarki 45;;Zachod;8;1525;10975,44
213;hist;012004;BI;zmywarki;zmywarki 45;AVANS;Poludnie;3;1525;4179,56
214;hist;012004;BI;zmywarki;zmywarki 45;AVANS;Wschod;25;1525;32928,35
215;hist;012004;BI;zmywarki;zmywarki 45;AVANS;Zachod;4;1525;4914,53
216;hist;012004;BI;zmywarki;zmywarki 45;BRW-SA;Meblarze;4;1525;5648,90
217;hist;012004;BI;zmywarki;zmywarki 45;G7;Polnoc;11;1525;15703,28
218;hist;012004;BI;zmywarki;zmywarki 45;G7;Poludnie;39;1525;41027,59
219;hist;012004;BI;zmywarki;zmywarki 45;G7;Sieci;13;1525;17700,67
220;hist;012004;BI;zmywarki;zmywarki 45;G7;Zachod;25;1525;31067,07
221;hist;012004;BI;zmywarki;zmywarki 45;MEDIA MARKT;Sieci;7;1525;9409,82
222;hist;012004;BI;zmywarki;zmywarki 45;NEONET;Zachod;4;1525;4908,36
223;hist;012004;BI;zmywarki;zmywarki 45;PARTNER;Zachod;3;1525;3376,26
224;hist;012004;BI;zmywarki;zmywarki 60;;Meblarze;9;1666;12448,47
225;hist;012004;BI;zmywarki;zmywarki 60;;Others;4;1666;4834,76
226;hist;012004;BI;zmywarki;zmywarki 60;;Polnoc;13;1666;20023,76
227;hist;012004;BI;zmywarki;zmywarki 60;;Poludnie;19;1666;30468,24
228;hist;012004;BI;zmywarki;zmywarki 60;;Sieci;17;1666;24604,98
229;hist;012004;BI;zmywarki;zmywarki 60;;Wschod;5;1666;5893,63
230;hist;012004;BI;zmywarki;zmywarki 60;;Zachod;5;1666;7472,43
231;hist;012004;BI;zmywarki;zmywarki 60;AVANS;Zachod;2;1666;3224,43
232;hist;012004;BI;zmywarki;zmywarki 60;BRW-SA;Meblarze;2;1666;3192,79
233;hist;012004;BI;zmywarki;zmywarki 60;G7;Poludnie;19;1666;23542,21
234;hist;012004;BI;zmywarki;zmywarki 60;G7;Sieci;10;1666;15992,13
235;hist;012004;BI;zmywarki;zmywarki 60;G7;Zachod;7;1666;9846,17
236;hist;012004;BI;zmywarki;zmywarki 60;MEDIA MARKT;Sieci;2;1666;2467,15
237;hist;012004;BI;zmywarki;zmywarki 60;PARTNER;Zachod;12;1666;18967,76
238;hist;012004;FS;chlodnictwo;chlodziarki;;Meblarze;4;606;2033,36
239;hist;012004;FS;chlodnictwo;chlodziarki;;Others;24;606;7677,53
240;hist;012004;FS;chlodnictwo;chlodziarki;;Polnoc;124;606;62939,06
241;hist;012004;FS;chlodnictwo;chlodziarki;;Poludnie;283;606;143712,33
242;hist;012004;FS;chlodnictwo;chlodziarki;;Sieci;276;606;138809,85
243;hist;012004;FS;chlodnictwo;chlodziarki;;Wschod;6;606;2839,98
244;hist;012004;FS;chlodnictwo;chlodziarki;;Zachod;111;606;56831,70
245;hist;012004;FS;chlodnictwo;chlodziarki;AVANS;Poludnie;124;606;65197,26
246;hist;012004;FS;chlodnictwo;chlodziarki;AVANS;Wschod;163;606;82756,86
247;hist;012004;FS;chlodnictwo;chlodziarki;AVANS;Zachod;167;606;87237,24
248;hist;012004;FS;chlodnictwo;chlodziarki;G7;Polnoc;80;606;39651,78
249;hist;012004;FS;chlodnictwo;chlodziarki;G7;Poludnie;196;606;97936,09
250;hist;012004;FS;chlodnictwo;chlodziarki;G7;Sieci;130;606;66871,85
251;hist;012004;FS;chlodnictwo;chlodziarki;MEDIA MARKT;Sieci;48;606;26484,26
252;hist;012004;FS;chlodnictwo;chlodziarki;NEONET;Zachod;326;606;165544,53
253;hist;012004;FS;chlodnictwo;chlodziarki;PARTNER;Wschod;31;606;16093,30
254;hist;012004;FS;chlodnictwo;chlodziarki;PARTNER;Zachod;228;606;122824,26
255;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;;Others;19;834;6353,06
256;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;;Polnoc;393;834;275409,41
257;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;;Poludnie;398;834;286178,21
258;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;;Sieci;704;834;446129,45
259;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;;Wschod;44;834;33086,04
260;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;;Zachod;104;834;71717,09
261;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;AVANS;Poludnie;223;834;157310,37
262;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;AVANS;Wschod;284;834;194330,36
263;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;AVANS;Zachod;260;834;181505,19
264;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;G7;Polnoc;90;834;62840,18
265;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;G7;Poludnie;262;834;185912,45
266;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;G7;Sieci;161;834;105073,10
267;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA MARKT;Sieci;114;834;81185,31
268;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;NEONET;Zachod;337;834;238912,40
269;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Wschod;30;834;21566,70
270;hist;012004;FS;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Zachod;202;834;142836,78
271;hist;012004;FS;chlodnictwo;lodowki kombi;;Others;49;1055;30912,96
272;hist;012004;FS;chlodnictwo;lodowki kombi;;Polnoc;539;1055;465673,49
273;hist;012004;FS;chlodnictwo;lodowki kombi;;Poludnie;683;1055;619190,43
274;hist;012004;FS;chlodnictwo;lodowki kombi;;Sieci;464;1055;402425,38
275;hist;012004;FS;chlodnictwo;lodowki kombi;;Wschod;62;1055;54623,62
276;hist;012004;FS;chlodnictwo;lodowki kombi;;Zachod;206;1055;188684,68
277;hist;012004;FS;chlodnictwo;lodowki kombi;AVANS;Poludnie;264;1055;246092,68
278;hist;012004;FS;chlodnictwo;lodowki kombi;AVANS;Wschod;601;1055;557724,50
279;hist;012004;FS;chlodnictwo;lodowki kombi;AVANS;Zachod;375;1055;321768,25
280;hist;012004;FS;chlodnictwo;lodowki kombi;BRW-SA;Meblarze;1;1055;949,48
281;hist;012004;FS;chlodnictwo;lodowki kombi;G7;Polnoc;206;1055;175828,83
282;hist;012004;FS;chlodnictwo;lodowki kombi;G7;Poludnie;557;1055;485394,87
283;hist;012004;FS;chlodnictwo;lodowki kombi;G7;Sieci;207;1055;178547,78
284;hist;012004;FS;chlodnictwo;lodowki kombi;G7;Zachod;12;1055;9439,44
285;hist;012004;FS;chlodnictwo;lodowki kombi;MEDIA MARKT;Sieci;115;1055;105723,20
286;hist;012004;FS;chlodnictwo;lodowki kombi;NEONET;Zachod;595;1055;514289,97
287;hist;012004;FS;chlodnictwo;lodowki kombi;PARTNER;Wschod;63;1055;57882,20
288;hist;012004;FS;chlodnictwo;lodowki kombi;PARTNER;Zachod;344;1055;294395,08
289;hist;012004;FS;chlodnictwo;zamrazarki;;Others;3;901;1336,35
290;hist;012004;FS;chlodnictwo;zamrazarki;;Polnoc;10;901;6780,10
291;hist;012004;FS;chlodnictwo;zamrazarki;;Poludnie;25;901;17178,17
292;hist;012004;FS;chlodnictwo;zamrazarki;;Sieci;31;901;20198,20
293;hist;012004;FS;chlodnictwo;zamrazarki;;Wschod;1;901;657,67
294;hist;012004;FS;chlodnictwo;zamrazarki;;Zachod;25;901;18991,05
295;hist;012004;FS;chlodnictwo;zamrazarki;AVANS;Wschod;13;901;8769,16
296;hist;012004;FS;chlodnictwo;zamrazarki;AVANS;Zachod;12;901;8153,26
297;hist;012004;FS;chlodnictwo;zamrazarki;G7;Polnoc;8;901;5239,68
298;hist;012004;FS;chlodnictwo;zamrazarki;G7;Poludnie;40;901;28574,36
299;hist;012004;FS;chlodnictwo;zamrazarki;G7;Sieci;7;901;4504,97
300;hist;012004;FS;chlodnictwo;zamrazarki;MEDIA MARKT;Sieci;12;901;8143,65
301;hist;012004;FS;chlodnictwo;zamrazarki;NEONET;Zachod;30;901;19628,40
302;hist;012004;FS;chlodnictwo;zamrazarki;PARTNER;Zachod;25;901;16950,25
303;hist;012004;FS;mikrofalowki;mikrofalowki elektronicznie;;Others;12;287;467,36
304;hist;012004;FS;mikrofalowki;mikrofalowki elektronicznie;;Polnoc;28;287;6997,65
305;hist;012004;FS;mikrofalowki;mikrofalowki elektronicznie;;Poludnie;87;287;20430,61
306;hist;012004;FS;mikrofalowki;mikrofalowki elektronicznie;;Sieci;411;287;95091,39
